codigo_linha,LetreiroCompleto,DescricaoCompleto,Sentido,TipoLinhaDescricao,LinhaCircular,latitude,longitude,acessivel,periodo_do_dia,dia_semana,hr_atualizacao,data_ingestao
5119-23,5119-23,5119-23 - TERM. JOÃO DIAS,Volta,Circular,Sim,-23.6432325,-46.728950499999996,Sim,Noite,Quarta,2025-12-03T23:09:44.000Z,2025-12-03T23:38:49.658Z
5128-10,5128-10,5128-10 - JD. APURÁ,Volta,Radial,Nao,-23.6805465,-46.6392295,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
5128-10,5128-10,5128-10 - METRÔ CONCEIÇÃO,Ida,Radial,Nao,-23.660776249999998,-46.64007587500001,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
5131-10,5131-10,5131-10 - CID. ADEMAR,Volta,Radial,Nao,-23.6442995,-46.672597499999995,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
5131-10,5131-10,5131-10 - PQ. D. PEDRO II,Ida,Radial,Nao,-23.55012275,-46.63123525,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
513C-10,513C-10,513C-10 - SÃO MATEUS,Ida,Radial,Nao,-23.5972295,-46.5281545,Sim,Noite,Quarta,2025-12-03T23:29:37.000Z,2025-12-03T23:38:49.658Z
513C-10,513C-10,513C-10 - VL. CALIFÓRNIA,Volta,Radial,Nao,-23.606419000000002,-46.5629485,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
513C-31,513C-31,513C-31 - E.T. ITAQUERA,Ida,Semi-Expressa,Nao,-23.6104055,-46.4745735,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
513C-31,513C-31,513C-31 - VL. CALIFÓRNIA,Volta,Semi-Expressa,Nao,-23.596272,-46.527043,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
5164-21,5164-21,5164-21 - CID. LEONOR,Volta,Interbairros,Sim,-23.642232749999998,-46.655570499999996,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
5164-21,5164-21,5164-21 - PQ. IBIRAPUERA,Ida,Interbairros,Sim,-23.5981175,-46.646237,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
5164-41,5164-41,5164-41 - METRÔ CONCEIÇÃO,Ida,Expressa,Sim,-23.65129,-46.649718,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
5164-41,5164-41,5164-41 - VL. GUARANI,Volta,Expressa,Sim,-23.6383545,-46.632457,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
5175-10,5175-10,5175-10 - BALN. SÃO FRANCISCO,Volta,Radial,Nao,-23.5505945,-46.635301,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
5175-10,5175-10,5175-10 - PÇA. DA SÉ,Ida,Radial,Nao,-23.702581000000002,-46.6501255,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
517J-10,517J-10,517J-10 - JD. SELMA,Volta,Radial,Nao,-23.6621145,-46.68021900000001,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
517J-10,517J-10,517J-10 - TERM. ÁGUA ESPRAIADA,Ida,Radial,Nao,-23.6199225,-46.698101,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
519M-10,519M-10,519M-10 - MUSEU DO IPIRANGA,Ida,Radial,Nao,-23.579377625,-46.607089,Sim,Noite,Quarta,2025-12-03T23:29:38.000Z,2025-12-03T23:38:49.658Z
519M-10,519M-10,519M-10 - SÃO MATEUS,Volta,Radial,Nao,-23.612962500000002,-46.4946835,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
524L-10,524L-10,524L-10 - METRÔ TATUAPÉ,Ida,Radial,Nao,-23.553400375000002,-46.563546375,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
524L-10,524L-10,524L-10 - PQ. SÃO LUCAS,Volta,Radial,Nao,-23.5988705,-46.534193,Sim,Noite,Quarta,2025-12-03T23:29:42.000Z,2025-12-03T23:38:49.658Z
5317-10,5317-10,5317-10 - PÇA. DO CORREIO,Ida,Radial,Nao,-23.68648425,-46.6938545,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
5317-10,5317-10,5317-10 - SESC/ORION,Volta,Radial,Nao,-23.581709500000002,-46.65070675,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
5318-10,5318-10,5318-10 - CHÁC. SANTANA,Volta,Radial,Nao,-23.63499075,-46.69464925,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
5318-10,5318-10,5318-10 - PÇA. DA SÉ,Ida,Radial,Nao,-23.5792453125,-46.646980625,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
5362-10,5362-10,5362-10 - PQ. RES. COCAIA,Volta,Radial,Nao,-23.642477624999998,-46.699582625000005,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
5362-10,5362-10,5362-10 - PÇA. DA SÉ,Ida,Radial,Nao,-23.575944999999997,-46.64233525,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
5362-23,5362-23,5362-23 - PQ. RES. COCAIA,Volta,Circular,Sim,-23.718119,-46.702903500000005,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
5362-23,5362-23,5362-23 - VICENTE RAO,Ida,Circular,Sim,-23.744477500000002,-46.6712645,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
5370-10,5370-10,5370-10 - LGO. SÃO FRANCISCO,Ida,Radial,Nao,-23.7673145,-46.7161625,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
5370-10,5370-10,5370-10 - TERM. VARGINHA,Volta,Radial,Nao,-23.766890250000003,-46.7169705,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
5391-10,5391-10,5391-10 - JD. ÂNGELA,Volta,Radial,Nao,-23.6671625,-46.727432,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
5391-10,5391-10,5391-10 - LGO. SÃO FRANCISCO,Ida,Radial,Nao,-23.63947625,-46.696091,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
546J-10,546J-10,546J-10 - JD. SELMA,Volta,Radial,Nao,-23.65648875,-46.7011785,Sim,Noite,Quarta,2025-12-03T23:29:16.000Z,2025-12-03T23:38:49.658Z
546J-10,546J-10,546J-10 - STO. AMARO,Ida,Radial,Nao,-23.6766195,-46.685539000000006,Sim,Noite,Quarta,2025-12-03T23:29:28.000Z,2025-12-03T23:38:49.658Z
546J-31,546J-31,546J-31 - JD. SELMA,Volta,Semi-Expressa,Nao,-23.688341,-46.6602625,Sim,Noite,Quarta,2025-12-03T23:29:41.000Z,2025-12-03T23:38:49.658Z
546J-31,546J-31,546J-31 - STO. AMARO,Ida,Semi-Expressa,Nao,-23.680574625,-46.663245499999995,Sim,Noite,Quarta,2025-12-03T23:29:27.000Z,2025-12-03T23:38:49.658Z
5630-21,5630-21,5630-21 - CID. DUTRA,Volta,Interbairros,Nao,-23.70916425,-46.69858725,Sim,Noite,Quarta,2025-12-03T23:21:55.000Z,2025-12-03T23:38:49.658Z
5630-21,5630-21,5630-21 - LGO. SÃO FRANCISCO,Ida,Interbairros,Nao,-23.7095945,-46.698440500000004,Sim,Noite,Quarta,2025-12-03T22:39:52.000Z,2025-12-03T23:38:49.658Z
5632-10,5632-10,5632-10 - LGO. SÃO FRANCISCO,Ida,Radial,Nao,-23.7375215,-46.709300999999996,Sim,Noite,Quarta,2025-12-03T23:29:40.000Z,2025-12-03T23:38:49.658Z
5632-10,5632-10,5632-10 - VL. SÃO JOSÉ,Volta,Radial,Nao,-23.63999525,-46.696571000000006,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
5652-10,5652-10,5652-10 - JD. IV CENTENÁRIO,Volta,Radial,Nao,-23.5523475,-46.636882,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
5652-10,5652-10,5652-10 - PÇA. DA SÉ,Ida,Radial,Nao,-23.592988999999996,-46.650320750000006,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
5652-22,5652-22,5652-22 - JD. IV CENTENÁRIO,Volta,Perimetral,Sim,-23.702581000000002,-46.6501255,Sim,Noite,Domingo,2025-11-30T21:57:47.000Z,2025-12-03T23:38:49.658Z
5652-22,5652-22,5652-22 - PQ. IBIRAPUERA,Ida,Perimetral,Sim,-23.5505945,-46.635301,Sim,Noite,Domingo,2025-11-30T21:57:46.000Z,2025-12-03T23:38:49.658Z
5701-10,5701-10,5701-10 - METRÔ CONCEIÇÃO,Volta,Radial,Nao,-23.613599,-46.6953015,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
5701-10,5701-10,5701-10 - TERM. ÁGUA ESPRAIADA,Ida,Radial,Nao,-23.61381,-46.696107,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
5702-10,5702-10,5702-10 - METRÔ JABAQUARA,Ida,Radial,Nao,-23.694082,-46.641108,Sim,Noite,Quarta,2025-12-03T23:29:31.000Z,2025-12-03T23:38:49.658Z
5702-10,5702-10,5702-10 - REFÚGIO STA. TEREZINHA,Volta,Radial,Nao,-23.6980845,-46.6460855,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
573A-10,573A-10,573A-10 - METRÔ BRESSER,Volta,Radial,Sim,-23.5468295,-46.6062595,Sim,Noite,Quarta,2025-12-03T23:29:32.000Z,2025-12-03T23:38:49.658Z
573A-10,573A-10,573A-10 - VL. ALPINA,Ida,Radial,Sim,-23.606039,-46.5625815,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
573H-10,573H-10,573H-10 - HOSP. SAPOPEMBA,Volta,Radial,Nao,-23.614382,-46.501851,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
573H-10,573H-10,573H-10 - METRÔ BRESSER,Ida,Radial,Nao,-23.574405249999998,-46.556079249999996,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
574A-10,574A-10,574A-10 - AMERICANÓPOLIS,Volta,Radial,Nao,-23.6186765,-46.639329000000004,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
574A-10,574A-10,574A-10 - LGO. CAMBUCI,Ida,Radial,Nao,-23.567553,-46.613761499999995,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
574C-10,574C-10,574C-10 - DIV. DE SÃO CAETANO,Ida,Radial,Nao,-23.614496,-46.500415000000004,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
574C-10,574C-10,574C-10 - SÃO MATEUS,Volta,Radial,Nao,-23.596980000000002,-46.5296,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
574J-10,574J-10,574J-10 - METRÔ CONCEIÇÃO,Volta,Radial,Nao,-23.558235500000002,-46.522756,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
574J-10,574J-10,574J-10 - TERM. VL. CARRÃO,Ida,Radial,Nao,-23.570513249999998,-46.52476025,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
5752-10,5752-10,5752-10 - METRÔ CONCEIÇÃO,Ida,Radial,Nao,-23.671593,-46.6642875,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
5752-10,5752-10,5752-10 - VL. MISSIONÁRIA,Volta,Radial,Nao,-23.655622,-46.6525245,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
5757-10,5757-10,5757-10 - CID. JÚLIA,Volta,Radial,Nao,-23.6693775,-46.649161500000005,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
5757-10,5757-10,5757-10 - METRÔ CONCEIÇÃO,Ida,Radial,Nao,-23.6353135,-46.640999,Sim,Noite,Quarta,2025-12-03T23:29:20.000Z,2025-12-03T23:38:49.658Z
5757-51,5757-51,5757-51 - METRÔ CONCEIÇÃO,Ida,Desconhecido,Nao,-23.686666,-46.63355,Sim,Noite,Quarta,2025-12-03T23:29:28.000Z,2025-12-03T23:38:49.658Z
5757-51,5757-51,5757-51 - PEDREIRA,Volta,Desconhecido,Nao,-23.6741295,-46.6431195,Sim,Noite,Quarta,2025-12-03T23:29:36.000Z,2025-12-03T23:38:49.658Z
5759-10,5759-10,5759-10 - METRÔ CONCEIÇÃO,Ida,Radial,Nao,-23.63842825,-46.64206875,Sim,Noite,Quarta,2025-12-03T23:29:37.000Z,2025-12-03T23:38:49.658Z
5759-10,5759-10,5759-10 - PQ. PRIMAVERA,Volta,Radial,Nao,-23.6947445,-46.64808025,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
5759-31,5759-31,5759-31 - METRÔ CONCEIÇÃO,Ida,Semi-Expressa,Nao,-23.68153625,-46.65308,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
5759-31,5759-31,5759-31 - PQ. PRIMAVERA,Volta,Semi-Expressa,Nao,-23.653447625,-46.666535749999994,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
575A-10,575A-10,575A-10 - DIV. SÃO CAETANO,Volta,Radial,Nao,-23.541069,-46.5759855,Sim,Noite,Quarta,2025-12-03T23:29:34.000Z,2025-12-03T23:38:49.658Z
575A-10,575A-10,575A-10 - SHOP. METRÔ TATUAPÉ,Ida,Radial,Nao,-23.571412000000002,-46.580715,Sim,Noite,Quarta,2025-12-03T23:29:39.000Z,2025-12-03T23:38:49.658Z
576M-10,576M-10,576M-10 - PINHEIROS,Ida,Radial,Nao,-23.60009075,-46.66414424999999,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
576M-10,576M-10,576M-10 - VL. CLARA,Volta,Radial,Nao,-23.643800749999997,-46.641321,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
6002-10,6002-10,6002-10 - CID. DUTRA,Volta,Radial,Sim,-23.704682,-46.68826,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
6002-10,6002-10,6002-10 - HOSP. PEDREIRA,Ida,Radial,Sim,-23.6832395,-46.6774485,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
6006-10,6006-10,6006-10 - JD. HERCULANO,Volta,Radial,Nao,-23.663169000000003,-46.69183075,Sim,Noite,Quarta,2025-12-03T23:29:41.000Z,2025-12-03T23:38:49.658Z
6006-10,6006-10,6006-10 - SHOP. INTERLAGOS,Ida,Radial,Nao,-23.6922335,-46.757836499999996,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
6012-10,6012-10,6012-10 - JD. ÂNGELA,Ida,Radial,Sim,-23.694799,-46.7824155,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
6012-10,6012-10,6012-10 - PQ. INDEPENDÊNCIA,Volta,Radial,Sim,-23.69840475,-46.78049225,Sim,Noite,Quarta,2025-12-03T23:29:39.000Z,2025-12-03T23:38:49.658Z
6012-31,6012-31,6012-31 - JD. ÂNGELA,Ida,Semi-Expressa,Sim,-23.695853,-46.7865125,Sim,Noite,Quarta,2025-12-03T23:29:35.000Z,2025-12-03T23:38:49.658Z
6012-31,6012-31,6012-31 - PQ. INDEPENDÊNCIA,Volta,Semi-Expressa,Sim,-23.693933,-46.7796675,Sim,Noite,Quarta,2025-12-03T23:29:31.000Z,2025-12-03T23:38:49.658Z
6014-10,6014-10,6014-10 - TERM. JD. JACIRA,Volta,Radial,Nao,-23.70742125,-46.7843955,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
6014-10,6014-10,6014-10 - TERM. STO. AMARO,Ida,Radial,Nao,-23.66652525,-46.7194235,Sim,Noite,Quarta,2025-12-03T23:29:55.000Z,2025-12-03T23:38:49.658Z
6022-10,6022-10,6022-10 - JD. ÂNGELA,Ida,Radial,Sim,-23.6858575,-46.7702995,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
6022-10,6022-10,6022-10 - PQ. CEREJEIRA,Volta,Radial,Sim,-23.71889675,-46.78474375,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
6036-10,6036-10,6036-10 - JD. MACEDÔNIA,Volta,Radial,Nao,-23.6498025,-46.7917085,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
6036-10,6036-10,6036-10 - TERM. CAPELINHA,Ida,Radial,Nao,-23.65385975,-46.79008575,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
6042-21,6042-21,6042-21 - CEU CAPÃO REDONDO,Ida,Interbairros,Nao,-23.67414375,-46.7692885,Sim,Noite,Quarta,2025-12-03T23:21:15.000Z,2025-12-03T23:38:49.658Z
6042-21,6042-21,6042-21 - TERM. CAPELINHA,Volta,Interbairros,Nao,-23.654173,-46.762701500000006,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
6044-10,6044-10,6044-10 - JD. D. JOSÉ,Volta,Radial,Nao,-23.676567,-46.798396,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
6044-10,6044-10,6044-10 - TERM. STO. AMARO,Ida,Radial,Nao,-23.637364750000003,-46.718711,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
6048-10,6048-10,6048-10 - CAPÃO REDONDO,Volta,Radial,Nao,-23.6494415,-46.7068395,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
6048-10,6048-10,6048-10 - STO. AMARO,Ida,Radial,Nao,-23.6805215,-46.769168500000006,Sim,Noite,Quarta,2025-12-03T23:29:34.000Z,2025-12-03T23:38:49.658Z
6052-10,6052-10,6052-10 - JD. SETE DE SETEMBRO,Volta,Radial,Nao,-23.7757335,-46.691438500000004,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
6052-10,6052-10,6052-10 - TERM. VARGINHA,Ida,Radial,Nao,-23.767886500000003,-46.7165485,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
6055-10,6055-10,6055-10 - EST. MENDES/VL. NATAL,Volta,Radial,Sim,-23.748458,-46.698026999999996,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
6055-10,6055-10,6055-10 - SHOP. INTERLAGOS (VIA JD. SÃO BERNARDO),Ida,Radial,Sim,-23.673735999999998,-46.6777995,Sim,Noite,Quarta,2025-12-03T23:29:27.000Z,2025-12-03T23:38:49.658Z
6056-10,6056-10,6056-10 - PQ. STA. CECÍLIA,Volta,Radial,Nao,-23.7632185,-46.697809,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
6056-10,6056-10,6056-10 - TERM. GRAJAÚ,Ida,Radial,Nao,-23.737344,-46.697708500000005,Sim,Noite,Quarta,2025-12-03T23:29:38.000Z,2025-12-03T23:38:49.658Z
605A-10,605A-10,605A-10 - CENTRO PARALIMPICO,Volta,Radial,Sim,-23.6462455,-46.6397385,Sim,Noite,Quarta,2025-12-03T23:29:33.000Z,2025-12-03T23:38:49.658Z
605A-10,605A-10,605A-10 - METRÔ JABAQUARA,Ida,Radial,Sim,-23.6497055,-46.632075,Sim,Noite,Quarta,2025-12-03T23:29:37.000Z,2025-12-03T23:38:49.658Z
606C-10,606C-10,606C-10 - CANTINHO DO CÉU,Ida,Radial,Sim,-23.7399725,-46.657204500000006,Sim,Noite,Quarta,2025-12-03T22:10:50.000Z,2025-12-03T23:38:49.658Z
606C-10,606C-10,606C-10 - CIRCULAR,Volta,Radial,Sim,-23.7406495,-46.6570705,Sim,Noite,Quarta,2025-12-03T23:29:30.000Z,2025-12-03T23:38:49.658Z
606Z-10,606Z-10,606Z-10 - BALN. MAR PAULISTA,Ida,Radial,Sim,-23.6953715,-46.659248000000005,Sim,Noite,Quarta,2025-12-03T22:59:12.000Z,2025-12-03T23:38:49.658Z
606Z-10,606Z-10,606Z-10 - CIRCULAR,Volta,Radial,Sim,-23.693956999999997,-46.6621665,Sim,Noite,Quarta,2025-12-03T23:09:33.000Z,2025-12-03T23:38:49.658Z
6072-23,6072-23,6072-23 - BALN. SÃO JOSÉ,Ida,Circular,Sim,-23.767591,-46.7163045,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
6072-23,6072-23,6072-23 - TERM. VARGINHA,Volta,Circular,Sim,-23.767727999999998,-46.7167135,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
6073-10,6073-10,6073-10 - JD. STA. TEREZINHA,Volta,Radial,Nao,-23.852940500000003,-46.695395000000005,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
6073-10,6073-10,6073-10 - TERM. VARGINHA,Ida,Radial,Nao,-23.7773025,-46.723008,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
6078-10,6078-10,6078-10 - CANTINHO DO CÉU,Volta,Radial,Nao,-23.752082,-46.688387500000005,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
6078-10,6078-10,6078-10 - SHOP. INTERLAGOS,Ida,Radial,Nao,-23.7562725,-46.6674125,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
607A-10,607A-10,607A-10 - JD. APURÁ,Volta,Radial,Nao,-23.710246499999997,-46.652086999999995,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
607A-10,607A-10,607A-10 - SOCORRO,Ida,Radial,Nao,-23.664152,-46.706902,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
6080-10,6080-10,6080-10 - JD. LUCÉLIA,Volta,Radial,Nao,-23.7264145,-46.699558249999995,Sim,Noite,Quarta,2025-12-03T23:29:39.000Z,2025-12-03T23:38:49.658Z
6080-10,6080-10,6080-10 - SHOP. INTERLAGOS,Ida,Radial,Nao,-23.6802085,-46.687104500000004,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
609F-10,609F-10,609F-10 - CHÁC. SANTANA,Volta,Radial,Nao,-23.6515555,-46.7337945,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
609F-10,609F-10,609F-10 - TERM. PRINC. ISABEL,Ida,Radial,Nao,-23.574029000000003,-46.66706,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
609F-21,609F-21,609F-21 - ANHANGABAÚ,Ida,Interbairros,Nao,-23.667388,-46.752701,Sim,Noite,Quarta,2025-12-03T23:29:35.000Z,2025-12-03T23:38:49.658Z
609F-21,609F-21,609F-21 - CHÁC. SANTANA,Volta,Interbairros,Nao,-23.619466000000003,-46.702418,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
6115-10,6115-10,6115-10 - CANTINHO DO CÉU,Volta,Radial,Nao,-23.74273625,-46.65895075,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
6115-10,6115-10,6115-10 - TERM. GRAJAÚ,Ida,Radial,Nao,-23.742846999999998,-46.6583395,Sim,Noite,Quarta,2025-12-03T23:29:42.000Z,2025-12-03T23:38:49.658Z
6120-10,6120-10,6120-10 - JD. LUCÉLIA,Volta,Radial,Nao,-23.750571,-46.6881895,Sim,Noite,Quarta,2025-12-03T23:29:32.000Z,2025-12-03T23:38:49.658Z
6120-10,6120-10,6120-10 - TERM. GRAJAÚ,Ida,Radial,Nao,-23.7602595,-46.67738249999999,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
6232-10,6232-10,6232-10 - METRÔ BARRA FUNDA,Ida,Radial,Nao,-23.532123,-46.6608375,Sim,Noite,Quarta,2025-12-03T23:29:19.000Z,2025-12-03T23:38:49.658Z
6232-10,6232-10,6232-10 - PINHEIROS/VILA IDA,Volta,Radial,Nao,-23.54590575,-46.708266,Sim,Noite,Quarta,2025-12-03T23:29:37.000Z,2025-12-03T23:38:49.658Z
6258-10,6258-10,6258-10 - JD. SÃO FRANCISCO,Volta,Radial,Nao,-23.659337999999998,-46.705281,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
6258-10,6258-10,6258-10 - TERM. STO. AMARO,Ida,Radial,Nao,-23.665815000000002,-46.7117615,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
6262-10,6262-10,6262-10 - CEASA,Volta,Radial,Nao,-23.525304,-46.73613725,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
6262-10,6262-10,6262-10 - TERM. BANDEIRA,Ida,Radial,Nao,-23.573739250000003,-46.66664949999999,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
626A-10,626A-10,626A-10 - CANTINHO DO CÉU,Volta,Radial,Nao,-23.738782999999998,-46.656135,Nao,Noite,Quarta,2025-12-03T23:29:25.000Z,2025-12-03T23:38:49.658Z
626A-10,626A-10,626A-10 - MAR PAULISTA,Ida,Radial,Nao,-23.697993375,-46.667848125000006,Nao,Noite,Quarta,2025-12-03T22:29:14.000Z,2025-12-03T23:38:49.658Z
6291-10,6291-10,6291-10 - INOCOOP CAMPO LIMPO,Volta,Radial,Nao,-23.573234875,-46.666225875,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
6291-10,6291-10,6291-10 - TERM. BANDEIRA,Ida,Radial,Nao,-23.568863999999998,-46.6606685,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
637A-10,637A-10,637A-10 - TERM. JD. ÂNGELA,Volta,Radial,Nao,-23.58529925,-46.688621499999996,Sim,Noite,Quarta,2025-12-03T23:29:56.000Z,2025-12-03T23:38:49.658Z
637A-10,637A-10,637A-10 - TERM. PINHEIROS,Ida,Radial,Nao,-23.603061500000003,-46.69571975,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
