codigo_linha,LetreiroCompleto,DescricaoCompleto,Sentido,TipoLinhaDescricao,LinhaCircular,latitude,longitude,acessivel,periodo_do_dia,dia_semana,hr_atualizacao,data_ingestao
2007-10,2007-10,2007-10 - CID. KEMEL II,Volta,Radial,Nao,-23.4982915,-46.396243999999996,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
2007-10,2007-10,2007-10 - CPTM ITAIM PAULISTA,Ida,Radial,Nao,-23.509445499999998,-46.375510000000006,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
2009-10,2009-10,2009-10 - CPTM GUAIANASES,Ida,Radial,Nao,-23.510842,-46.41357075,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
2009-10,2009-10,2009-10 - JD. ROBRU,Volta,Radial,Nao,-23.5328115,-46.4160135,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
2011-10,2011-10,2011-10 - METRÔ SANTANA,Ida,Radial,Nao,-23.489350125,-46.566461125,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
2011-10,2011-10,2011-10 - VL. SABRINA,Volta,Radial,Nao,-23.469840749999996,-46.57389675,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
2019-10,2019-10,2019-10 - PQ. PAINEIRAS,Volta,Radial,Nao,-23.529433500000003,-46.497409000000005,Sim,Noite,Quarta,2025-12-03T23:29:21.000Z,2025-12-03T23:38:49.658Z
2019-10,2019-10,2019-10 - SHOP. PENHA,Ida,Radial,Nao,-23.52902425,-46.498163,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
2021-10,2021-10,2021-10 - CPTM GUAIANASES,Ida,Radial,Nao,-23.5443145,-46.389241999999996,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
2021-10,2021-10,2021-10 - JD. BANDEIRANTES,Volta,Radial,Nao,-23.543597624999997,-46.40407975,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
2025-10,2025-10,2025-10 - SANTANA,Ida,Radial,Nao,-23.466220625,-46.583831125,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
2025-10,2025-10,2025-10 - VL. NOVA GALVÃO,Volta,Radial,Nao,-23.502243999999997,-46.623825,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
2026-10,2026-10,2026-10 - JAÇANÃ,Volta,Radial,Nao,-23.5124305,-46.5634975,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
2026-10,2026-10,2026-10 - PQ. NOVO MUNDO,Ida,Radial,Nao,-23.512747,-46.5637975,Sim,Noite,Quarta,2025-12-03T23:21:55.000Z,2025-12-03T23:38:49.658Z
2030-10,2030-10,2030-10 - LAUZANE PAULISTA,Volta,Radial,Sim,-23.493309500000002,-46.633112999999994,Sim,Noite,Quarta,2025-12-03T23:29:41.000Z,2025-12-03T23:38:49.658Z
2030-10,2030-10,2030-10 - METRÔ SANTANA,Ida,Radial,Sim,-23.49137,-46.638419,Sim,Noite,Quarta,2025-12-03T23:29:27.000Z,2025-12-03T23:38:49.658Z
2031-10,2031-10,2031-10 - CID. KEMEL II,Volta,Radial,Nao,-23.517279000000002,-46.475508500000004,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
2031-10,2031-10,2031-10 - TERM. A. E. CARVALHO,Ida,Radial,Nao,-23.49469925,-46.4135045,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
2032-10,2032-10,2032-10 - JD. BRASIL,Volta,Radial,Sim,-23.498593,-46.60640775,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
2032-10,2032-10,2032-10 - METRÔ CARANDIRU,Ida,Radial,Sim,-23.486397500000002,-46.592768500000005,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
2034-10,2034-10,2034-10 - CENTRO TEA,Ida,Radial,Sim,-23.520471,-46.6301885,Sim,Noite,Quarta,2025-12-03T22:19:52.000Z,2025-12-03T23:38:49.658Z
2034-10,2034-10,2034-10 - METRÔ TIETÊ,Volta,Radial,Sim,-23.51594275,-46.6252525,Sim,Noite,Quarta,2025-12-03T22:39:43.000Z,2025-12-03T23:38:49.658Z
2058-10,2058-10,2058-10 - CPTM GUAIANASES,Ida,Radial,Nao,-23.491623500000003,-46.4352035,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
2058-10,2058-10,2058-10 - TERM. SÃO MIGUEL,Volta,Radial,Nao,-23.491640500000003,-46.434661,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
2059-10,2059-10,2059-10 - CPTM GUAIANASES,Ida,Radial,Nao,-23.5406795,-46.4086805,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
2059-10,2059-10,2059-10 - SÃO MIGUEL,Volta,Radial,Nao,-23.512712,-46.433335,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
2076-10,2076-10,2076-10 - JD. DAS OLIVEIRAS,Volta,Radial,Nao,-23.5039315,-46.3796915,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
2076-10,2076-10,2076-10 - TERM. PENHA,Ida,Radial,Nao,-23.510171999999997,-46.5061545,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
2080-10,2080-10,2080-10 - CID. KEMEL,Volta,Radial,Nao,-23.514908,-46.5198945,Sim,Noite,Quarta,2025-12-03T23:29:39.000Z,2025-12-03T23:38:49.658Z
2080-10,2080-10,2080-10 - TERM. ARICANDUVA,Ida,Radial,Nao,-23.5105755,-46.3667395,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
208M-10,208M-10,208M-10 - METRÔ SANTANA,Volta,Radial,Nao,-23.502211000000003,-46.6245825,Sim,Noite,Quarta,2025-12-03T23:29:23.000Z,2025-12-03T23:38:49.658Z
208M-10,208M-10,208M-10 - TERM. PINHEIROS,Ida,Radial,Nao,-23.502836,-46.623605,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
209P-1,209P-1,209P-1 - CACHOEIRINHA,Volta,Desconhecido,Nao,-23.5669185,-46.701476,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
209P-1,209P-1,209P-1 - TERM. PINHEIROS,Ida,Desconhecido,Nao,-23.46998575,-46.670573000000005,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
209P-10,209P-10,209P-10 - CACHOEIRINHA,Volta,Radial,Nao,-23.524385,-46.6672945,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
209P-10,209P-10,209P-10 - TERM. PINHEIROS,Ida,Radial,Nao,-23.512507999999997,-46.690535,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
2100-10,2100-10,2100-10 - PÇA. DA SÉ,Ida,Radial,Nao,-23.5587215,-46.522659000000004,Sim,Noite,Quarta,2025-12-03T23:29:55.000Z,2025-12-03T23:38:49.658Z
2100-10,2100-10,2100-10 - TERM. VL. CARRÃO,Volta,Radial,Nao,-23.558522000000004,-46.58099475,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
2101-10,2101-10,2101-10 - PÇA. DA SÉ,Ida,Radial,Sim,-23.553398,-46.591057,Sim,Noite,Quarta,2025-12-03T23:29:23.000Z,2025-12-03T23:38:49.658Z
2101-10,2101-10,2101-10 - PÇA. SILVIO ROMERO,Volta,Radial,Sim,-23.5455875,-46.572643,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
2104-10,2104-10,2104-10 - METRÔ SANTANA,Volta,Radial,Nao,-23.5419015,-46.6275185,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
2104-10,2104-10,2104-10 - TERM. PQ. D. PEDRO II,Ida,Radial,Nao,-23.502102999999998,-46.624000499999994,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
2105-21,2105-21,2105-21 - JD. FILHOS DA TERRA,Volta,Interbairros,Nao,-23.4350765,-46.581492999999995,Sim,Noite,Domingo,2025-11-30T21:57:27.000Z,2025-12-03T23:38:49.658Z
2105-21,2105-21,2105-21 - METRÔ SANTANA,Ida,Interbairros,Nao,-23.4396095,-46.5785735,Sim,Noite,Domingo,2025-11-30T21:57:50.000Z,2025-12-03T23:38:49.658Z
211L-10,211L-10,211L-10 - LAPA,Ida,Radial,Nao,-23.4775785,-46.671356249999995,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
211L-10,211L-10,211L-10 - MANDAQUI,Volta,Radial,Nao,-23.503915,-46.673922625,Sim,Noite,Quarta,2025-12-03T23:29:25.000Z,2025-12-03T23:38:49.658Z
211V-10,211V-10,211V-10 - PENHA,Ida,Radial,Sim,-23.50607,-46.524212000000006,Sim,Noite,Quarta,2025-12-03T23:29:28.000Z,2025-12-03T23:38:49.658Z
211V-10,211V-10,211V-10 - VL. PARANAGUÁ,Volta,Radial,Sim,-23.4944855,-46.470219,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
2123-10,2123-10,2123-10 - LIBERDADE,Ida,Radial,Nao,-23.4880315,-46.5828975,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
2123-10,2123-10,2123-10 - VL. MEDEIROS,Volta,Radial,Nao,-23.4886805,-46.582163,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
2127-10,2127-10,2127-10 - LIBERDADE,Ida,Radial,Nao,-23.48864725,-46.56920275,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
2127-10,2127-10,2127-10 - PQ. EDU CHAVES,Volta,Radial,Nao,-23.5328595,-46.6165865,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
2182-10,2182-10,2182-10 - JD. BRASIL,Volta,Radial,Nao,-23.528982,-46.598008500000006,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
2182-10,2182-10,2182-10 - PÇA. DO CORREIO,Ida,Radial,Nao,-23.51980525,-46.59093275,Sim,Noite,Quarta,2025-12-03T23:29:31.000Z,2025-12-03T23:38:49.658Z
219P-61,219P-61,219P-61 - ÔNIBUS DO PASSEIO ILUMINADO,Ida,Desconhecido,Sim,-23.466715999999998,-46.631612000000004,Sim,Tarde,Domingo,2025-11-30T17:29:53.000Z,2025-12-03T23:38:49.658Z
219P-62,219P-62,219P-62 - PARADA INGLESA,Volta,Desconhecido,Sim,-23.4419105,-46.588513500000005,Sim,Madrugada,Domingo,2025-11-30T01:20:19.000Z,2025-12-03T23:38:49.658Z
219P-62,219P-62,219P-62 - ÔNIBUS DO PASSEIO ILUMINADO,Ida,Desconhecido,Sim,-23.4419105,-46.588513500000005,Sim,Noite,Domingo,2025-11-30T21:57:11.000Z,2025-12-03T23:38:49.658Z
2201-10,2201-10,2201-10 - CPTM GUAIANASES,Ida,Radial,Nao,-23.5324795,-46.3946915,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
2201-10,2201-10,2201-10 - DIV. DE FERRAZ,Volta,Radial,Nao,-23.533054999999997,-46.39453999999999,Sim,Noite,Quarta,2025-12-03T23:29:31.000Z,2025-12-03T23:38:49.658Z
2202-10,2202-10,2202-10 - CPTM GUAIANASES,Ida,Radial,Nao,-23.4965635,-46.393099,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
2202-10,2202-10,2202-10 - JD. DAS OLIVEIRAS,Volta,Radial,Nao,-23.5213175,-46.399682999999996,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
2203-10,2203-10,2203-10 - BURGO PAULISTA,Volta,Radial,Nao,-23.530265,-46.532117,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
2203-10,2203-10,2203-10 - SHOP. PENHA,Ida,Radial,Nao,-23.520712000000003,-46.484475,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
2290-10,2290-10,2290-10 - TERM. PQ. D. PEDRO II,Ida,Radial,Nao,-23.54469125,-46.62556875,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
2290-10,2290-10,2290-10 - TERM. SÃO MATEUS,Volta,Radial,Nao,-23.5838655,-46.4935355,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
233C-10,233C-10,233C-10 - CERET,Ida,Radial,Nao,-23.5343395,-46.473802000000006,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
233C-10,233C-10,233C-10 - TERM. A. E. CARVALHO,Volta,Radial,Nao,-23.5243065,-46.47496075,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
2451-10,2451-10,2451-10 - TERM. ARICANDUVA,Ida,Radial,Nao,-23.5215045,-46.52887,Sim,Noite,Quarta,2025-12-03T23:10:01.000Z,2025-12-03T23:38:49.658Z
2451-10,2451-10,2451-10 - VL. SÃO FRANCISCO,Volta,Radial,Nao,-23.5229635,-46.5324445,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
2522-10,2522-10,2522-10 - JD. STO. ANTÔNIO,Volta,Radial,Nao,-23.516506,-46.426846749999996,Sim,Noite,Quarta,2025-12-03T23:29:41.000Z,2025-12-03T23:38:49.658Z
2522-10,2522-10,2522-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.537082124999998,-46.454826625,Sim,Noite,Quarta,2025-12-03T23:29:31.000Z,2025-12-03T23:38:49.658Z
253F-10,253F-10,253F-10 - TERM. A. E. CARVALHO,Volta,Radial,Nao,-23.5807805,-46.460848,Sim,Noite,Quarta,2025-12-03T23:29:41.000Z,2025-12-03T23:38:49.658Z
253F-10,253F-10,253F-10 - TERM. SÃO MATEUS,Ida,Radial,Nao,-23.5185795,-46.475586,Sim,Noite,Quarta,2025-12-03T23:29:42.000Z,2025-12-03T23:38:49.658Z
263J-10,263J-10,263J-10 - CONJ. JOSÉ BONIFÁCIO,Ida,Radial,Nao,-23.5502825,-46.430747,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
263J-10,263J-10,263J-10 - PENHA,Volta,Radial,Nao,-23.51615575,-46.47641025,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
2703-10,2703-10,2703-10 - JD. ETELVINA,Volta,Radial,Nao,-23.5257175,-46.4209525,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
2703-10,2703-10,2703-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.52666825,-46.4180455,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
2704-10,2704-10,2704-10 - JD. ROBRU,Volta,Radial,Nao,-23.526239,-46.409855500000006,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
2704-10,2704-10,2704-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.524046499999997,-46.4446995,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
2705-10,2705-10,2705-10 - JD. FANGANIELO,Volta,Radial,Nao,-23.546514375,-46.392980625,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
2705-10,2705-10,2705-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.543195500000003,-46.465121499999995,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
2707-10,2707-10,2707-10 - CHABILÂNDIA,Volta,Radial,Nao,-23.526104,-46.4052965,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
2707-10,2707-10,2707-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.525353,-46.4059125,Sim,Noite,Quarta,2025-12-03T23:29:41.000Z,2025-12-03T23:38:49.658Z
2708-10,2708-10,2708-10 - JD. LAJEADO,Volta,Radial,Nao,-23.532261249999998,-46.44741775,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
2708-10,2708-10,2708-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.52383375,-46.417141,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
2712-10,2712-10,2712-10 - JD. SÃO NICOLAU,Volta,Radial,Sim,-23.533583,-46.4782095,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
2712-10,2712-10,2712-10 - SHOP. METRÔ ITAQUERA,Ida,Radial,Sim,-23.527357000000002,-46.479188,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
2713-10,2713-10,2713-10 - CHÁC. BELA VISTA,Ida,Radial,Sim,-23.533023999999997,-46.5438255,Sim,Noite,Quarta,2025-12-03T23:29:38.000Z,2025-12-03T23:38:49.658Z
2713-10,2713-10,2713-10 - METRÔ PENHA,Volta,Radial,Sim,-23.532168750000004,-46.5519935,Sim,Noite,Quarta,2025-12-03T23:21:31.000Z,2025-12-03T23:38:49.658Z
2715-10,2715-10,2715-10 - METRÔ PATRIARCA,Ida,Radial,Nao,-23.524122,-46.5008435,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
2715-10,2715-10,2715-10 - VL. SÍLVIA,Volta,Radial,Nao,-23.530118,-46.501016500000006,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
2716-10,2716-10,2716-10 - CHÁC. CRUZ. DO SUL,Volta,Radial,Nao,-23.523118,-46.5352915,Sim,Noite,Quarta,2025-12-03T23:29:32.000Z,2025-12-03T23:38:49.658Z
2716-10,2716-10,2716-10 - METRÔ PENHA,Ida,Radial,Nao,-23.5223415,-46.537504,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
2718-10,2718-10,2718-10 - METRÔ PENHA,Ida,Radial,Nao,-23.496469,-46.5143295,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
2718-10,2718-10,2718-10 - VL. SÍLVIA,Volta,Radial,Nao,-23.4930925,-46.49988925,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
271A-10,271A-10,271A-10 - METRÔ SANTANA,Ida,Radial,Nao,-23.527029,-46.554573000000005,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
271A-10,271A-10,271A-10 - TERM. PENHA,Volta,Radial,Nao,-23.5243315,-46.561158,Sim,Noite,Quarta,2025-12-03T23:29:38.000Z,2025-12-03T23:38:49.658Z
271A-51,271A-51,271A-51 - CANGAÍBA,Volta,Desconhecido,Nao,-23.508626,-46.5385615,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
271A-51,271A-51,271A-51 - METRÔ SANTANA,Ida,Desconhecido,Nao,-23.492212000000002,-46.574327,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
271C-10,271C-10,271C-10 - PQ. VL. MARIA,Volta,Radial,Sim,-23.523229999999998,-46.583715,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
271C-10,271C-10,271C-10 - TERM. PRINC. ISABEL - CIRCULAR,Ida,Radial,Sim,-23.5034695,-46.572779,Sim,Noite,Quarta,2025-12-03T23:29:37.000Z,2025-12-03T23:38:49.658Z
271F-10,271F-10,271F-10 - CENTER NORTE,Volta,Radial,Nao,-23.541336,-46.614003499999995,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
271F-10,271F-10,271F-10 - METRÔ BELÉM,Ida,Radial,Nao,-23.53860075,-46.619069749999994,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
271M-10,271M-10,271M-10 - METRÔ SANTANA,Ida,Radial,Nao,-23.512827,-46.563369,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
271M-10,271M-10,271M-10 - PQ. NOVO MUNDO,Volta,Radial,Nao,-23.512393250000002,-46.56326850000001,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
2721-10,2721-10,2721-10 - JD. NAZARÉ,Volta,Radial,Nao,-23.52278225,-46.40797125,Sim,Noite,Quarta,2025-12-03T23:29:55.000Z,2025-12-03T23:38:49.658Z
2721-10,2721-10,2721-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.5193225,-46.409525,Sim,Noite,Quarta,2025-12-03T23:29:40.000Z,2025-12-03T23:38:49.658Z
2723-10,2723-10,2723-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.5421205,-46.471834,Sim,Noite,Quarta,2025-12-03T23:29:38.000Z,2025-12-03T23:38:49.658Z
2723-10,2723-10,2723-10 - UNIÃO DE VL. NOVA,Volta,Radial,Nao,-23.4962015,-46.4529215,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
2726-10,2726-10,2726-10 - LIMOEIRO,Volta,Radial,Nao,-23.533234,-46.543972499999995,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
2726-10,2726-10,2726-10 - METRÔ PENHA,Ida,Radial,Nao,-23.512059,-46.4871185,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
2728-10,2728-10,2728-10 - JD. DO CASTELO,Volta,Radial,Nao,-23.5015605,-46.512554,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
2728-10,2728-10,2728-10 - METRÔ PENHA,Ida,Radial,Nao,-23.5014245,-46.512783,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
2731-10,2731-10,2731-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.514952,-46.433023000000006,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
2731-10,2731-10,2731-10 - VL. PROGRESSO,Volta,Radial,Nao,-23.542467000000002,-46.4712235,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
2733-10,2733-10,2733-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.5341035,-46.454536000000004,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
2733-10,2733-10,2733-10 - PQ. GUARANI,Volta,Radial,Nao,-23.540406,-46.464263,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
2734-10,2734-10,2734-10 - JD. CAMPOS,Volta,Radial,Nao,-23.5094965,-46.4137635,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
2734-10,2734-10,2734-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.512009,-46.40866,Sim,Noite,Quarta,2025-12-03T23:29:42.000Z,2025-12-03T23:38:49.658Z
2735-10,2735-10,2735-10 - JD. KERALUX,Volta,Radial,Nao,-23.480837,-46.494515,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
2735-10,2735-10,2735-10 - METRÔ PENHA,Ida,Radial,Nao,-23.480578,-46.494646,Sim,Noite,Quarta,2025-12-03T23:29:33.000Z,2025-12-03T23:38:49.658Z
2735-21,2735-21,2735-21 - JD. SÃO FRANCISCO,Volta,Interbairros,Nao,-23.4988668125,-46.528776937500005,Sim,Noite,Quarta,2025-12-03T23:29:24.000Z,2025-12-03T23:38:49.658Z
2735-21,2735-21,2735-21 - METRÔ PENHA,Ida,Interbairros,Nao,-23.4993145,-46.529726999999994,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
273F-10,273F-10,273F-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.542585000000003,-46.469752,Sim,Noite,Quarta,2025-12-03T23:21:43.000Z,2025-12-03T23:38:49.658Z
273F-10,273F-10,273F-10 - VL. MARA,Volta,Radial,Nao,-23.489485625,-46.421352,Sim,Noite,Quarta,2025-12-03T23:29:24.000Z,2025-12-03T23:38:49.658Z
273J-10,273J-10,273J-10 - JD. ROMANO,Volta,Radial,Nao,-23.5193215,-46.4702645,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
273J-10,273J-10,273J-10 - METRÔ PENHA,Ida,Radial,Nao,-23.49308625,-46.4146725,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
273L-10,273L-10,273L-10 - CPTM JOSÉ BONIFÁCIO,Volta,Radial,Nao,-23.539615124999997,-46.431626875000006,Sim,Noite,Quarta,2025-12-03T23:29:35.000Z,2025-12-03T23:38:49.658Z
273L-10,273L-10,273L-10 - METRÔ ARTUR ALVIM,Ida,Radial,Nao,-23.5122785,-46.443659999999994,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
273N-10,273N-10,273N-10 - CID. KEMEL II,Volta,Radial,Nao,-23.513603500000002,-46.44440362500001,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
273N-10,273N-10,273N-10 - METRÔ VL. MATILDE,Ida,Radial,Nao,-23.51384675,-46.500738,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
273V-10,273V-10,273V-10 - METRÔ PENHA,Ida,Radial,Nao,-23.533468,-46.454795000000004,Sim,Noite,Quarta,2025-12-03T23:29:28.000Z,2025-12-03T23:38:49.658Z
273V-10,273V-10,273V-10 - PARADA XV DE NOVEMBRO,Volta,Radial,Nao,-23.521801500000002,-46.4246465,Sim,Noite,Quarta,2025-12-03T23:29:26.000Z,2025-12-03T23:38:49.658Z
2740-10,2740-10,2740-10 - METRÔ SANTANA,Ida,Radial,Sim,-23.458285500000002,-46.61039675,Sim,Noite,Quarta,2025-12-03T23:29:30.000Z,2025-12-03T23:38:49.658Z
2740-10,2740-10,2740-10 - PEDRA BRANCA,Volta,Radial,Sim,-23.456879999999998,-46.648413500000004,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
274P-10,274P-10,274P-10 - METRÔ VL. MARIANA,Ida,Radial,Nao,-23.5145355,-46.535979,Sim,Noite,Quarta,2025-12-03T23:29:35.000Z,2025-12-03T23:38:49.658Z
